pmid	ti	ab	fau	dp
3770842	Effect of pranayama practices on fasting blood glucose and serum cholesterol.		Naruka, J S;Mathur, R;Mathur, A	1986 Jun
3087463	On being a masseuse in Thailand.		Walker, A	1986 May 31
3818038	Effect of yoga on exercise tolerance in normal healthy volunteers.	Twelve normal healthy volunteers (6 males and 6 females) undergoing yoga training for 90 days were studied for the effect of yoga on exercise tolerance. Their ages ranged from 18 to 28 years. The volunteers were taught only Pranayama for the first 20 days and later on yogic asanas were added. Sub-maximal exercise tolerance test was done on a motorized treadmill by using Balke's modified protocol, initially, after 20 days (Phase-I) and after 90 days of yoga training (Phase-II). Pyruvate and lactate in venous blood and blood gases in capillary blood were estimated immediately before and after the exercise. Minute ventilation and oxygen consumption were estimated before and during the test. Post exercise blood lactate was elevated significantly during initial and Phase-I, but not in Phase-II. There was significant reduction of minute ventilation and oxygen consumption only in males in Phase-I and II at the time when the volunteers reached their 80% of the predicted heart rate. Female volunteers were able to go to higher loads of exercise in Phase-I and II.	Raju, P S;Kumar, K A;Reddy, S S;Madhavi, S;Gnanakumari, K;Bhaskaracharyulu, C;Reddy, M V;Annapurna, N;Reddy, M E;Girijakumari, D	1986 Apr-Jun
3727436	[Use of gymnastic exercises for increasing the work capacity of sailors on a cruise].		Piskunov, M I;Bloshchinskii, I A	1986 Apr
3710230	Health promotion to reduce blood pressure level among older blacks.		Haber, D	1986 Apr
3945027	Dietary intake, the first law of thermodynamics, and the properties of yoga.		Mann, G V	1986 Mar 7
3733196	Improvement in muscular efficiency as related to a standard task after yogic exercises in middle aged men.		Ray, U S;Hegde, K S;Selvamurthy, W	1986 Mar
3818032	Alcoholism: newer methods of management.	Chronic alcoholics were selected from hospitals and A.A. Centres and subjected to different methods of treatment namely, psycho therapy, stereotaxic surgery, nonvolitional biofeedback, Yoga and meditation and extremely low frequency Pulsed Magnetic Field. Each group comprised a minimum of 20 subjects. All were males between the ages of 20 and 45 years. Investigations done were clinical, psychological, biochemical, neurochemical and electrophysiological. Improvement was noticed in all the patients, the degree varying with the different methods of treatment. The patients were followed up at least for a period of one year.	Subrahmanyam, S;Satyanarayana, M;Rajeswari, K R	1986 Jan-Mar
3745111	An integrated approach of yoga therapy for bronchial asthma: a 3-54-month prospective study.	After an initial integrated yoga training program of 2 to 4 weeks, 570 bronchial asthmatics were followed up for 3 to 54 months. The training consisted of yoga practices--yogasanas, Pranayama, meditation, and kriyas--and theory of yoga. Results show highly significant improvement in most of the specific parameters. The regular practitioners showed the greatest improvement. Peak expiratory flow rate (PFR) values showed significant movement of patients toward normalcy after yoga, and 72, 69, and 66% of the patients have stopped or reduced parenteral, oral, and cortisone medication, respectively. These results establish the long-term efficacy of the integrated approach of yoga therapy in the management of bronchial asthma.	Nagendra, H R;Nagarathna, R	1986
3527099	[Specific relaxation technics].		Van Gasse, P	1986
3512605	The TM-Sidhi programme, age, and brief tests of perceptual-motor speed and nonverbal intelligence.	Three brief tests that assess perceptual-motor speed and two that assess nonverbal intelligence were administered to individuals who were practicing the Transcendental Meditation and TM-Sidhi programme. Multiple regression analyses showed that when motivation (measured on a 5-point self-rating scale), age, sex, education, and duration of practice of the Transcendental Meditation technique were held constant, number of months of practice of the TM-Sidhi programme significantly predicted higher performance on two of the perceptual-motor speed tests and both tests of intelligence. Age predicted lower scores on the same tests.	Jedrczak, A;Toomey, M;Clements, G	1986 Jan
3836255	Further observations on the susceptibility status of A. aconitus to DDT in Java, Indonesia.		Kirnowardoyo, S;Yoga, G P	1985 Dec
3933728	Yoga for bronchial asthma.			1985 Nov 23
4061559	Yoga in glaucoma.		Rice, R;Allen, R C	1985 Nov 15
3931802	Yoga for bronchial asthma: a controlled study.	Fifty three patients with asthma underwent training for two weeks in an integrated set of yoga exercises, including breathing exercises, suryanamaskar, yogasana (physical postures), pranayama (breath slowing techniques), dhyana (meditation), and a devotional session, and were told to practise these exercises for 65 minutes daily. They were then compared with a control group of 53 patients with asthma matched for age, sex, and type and severity of asthma, who continued to take their usual drugs. There was a significantly greater improvement in the group who practised yoga in the weekly number of attacks of asthma, scores for drug treatment, and peak flow rate. This study shows the efficacy of yoga in the long term management of bronchial asthma, but the physiological basis for this beneficial effect needs to be examined in more detail.	Nagarathna, R;Nagendra, H R	1985 Oct 19
22557511	A probe into the neurological basis of raja - yoga, as described by swami vivekanada.	Attempts have been made to correlate the processes involved in Raja - Yoga with the portions of nervous system, as described by Swami Vivekananda. Further scientific research in this field is invited.	Sarkar, J K	1985 Oct
3900922	Systematic changes in perceptual reactance induced by physical fitness training.	The effect of life-change events on perceptual augmentation-reduction was studied in 72 subjects (40 men, 32 women). In three experiments the kinesthetic figural aftereffect was measured prior to and after either a physical fitness program, a course in yoga, or training in Transcendental Meditation. Each program lasted a minimum of 8 wk. Subjects completing fitness training, all of whom were initially classified as augmenters, became reducers by the end of their program. Subjects enrolled in yoga and meditation courses remained relatively stable in their perceptual tendencies.	Campbell, J F;Stenstrom, R J;Bertrand, D	1985 Aug
3862340	Anorexia nervosa and bulimia: an activity-oriented approach.	In recent years, there has been a growing trend away from a dogmatic adherence to any one approach in the treatment of eating disorders. This paper adds the new element of practice in relation to cognitive change. The activity-oriented approach outlined here stresses that patients with anorexia nervosa or bulimia must maintain responsibility for their own food intake throughout treatment. The key role of the occupational therapist in the treatment team is outlined, and suggestions for assessment and management of this type of patient are given.	Giles, G M	1985 Aug
4055664	Effect of yogic exercises on lean body mass.		Madhavi, S;Raju, P S;Reddy, M V;Annapurna, N;Sahay, B K;Kumari, D G;Murthy, K J	1985 Jul
3889733	Transcendental meditation and three cases of migraine.		Lovell-Smith, H D	1985 Jun 12
4036529	EEG patterns suggestive of shifted levels of excitation effected by hathayogic exercises.	Concurrent with the performance of hathayogic exercises such as Nauli, Bhastrika and Suryabhedana, three characteristic EEG patterns were identified: a "wicket" rhythm at a frequency wave of 12 to 17 Hz, recordable from para-Rolandic areas, which we have called Xi rhythm; a 26-33 Hz sinusoidal activity, confined to the mid-sagittal parietooccipital region; and paroxysmal activity localized in the lateral boundaries of parieto-temporo-occipital regions, bilaterally. - The expectation that hathayogic exercises would affect the electrical activity of circumscribed, relatively well defined areas of the brain was based on the fact that these exercises imply a strong stimulation of somatic and splanchnic receptors, the afferent impulses of which are fed into specific cortical representation areas localized for the most part around central and anterior parietal areas.	Roldan, E;Dostalek, C	1985 Jun
4014525	Therapeutic processes in a Yoga Ashram.	Although communal and new religious groups are said to provide quasi-therapeutic experiences for relatively healthy individuals in our society, there is little information about how this occurs. This study examines the lifestyle and social structure of a yoga ashram and describes how they facilitate processes where residents learn to release and prevent stress in their lives.	Wilson, S R	1985 Apr
3908300	Effect of extremely low frequency magnetic field on serum cholinesterase in humans and animals.		Rajeswari, K R;Satyanarayana, M;Narayan, P V;Subrahmanyam, S	1985 Apr
3895546	[Alternative therapy. Man and his environment should be seen as one continuum].		Lydeking, E;Nielsen, H	1985 Feb 20
3914865	[Fatigue. Relaxation therapy].		Vanfraechem-Raway, R	1985
3910805	Emotional influences on breathing and breathlessness.		Bass, C;Gardner, W	1985
3894269	The combination of psychiatric treatment and yoga.		Nespor, K	1985
6441084	[Yoga--a way towards self-help].		Riegger, M	1984 Dec
6393406	[Labor...Pain...].		Grignon, J;Hassan, M J;Hebras, C;Jacquet, N;Jantelet, G;Said, F	1984 Oct
22557444	Action of sahacharadi yoda in khanja and pangu.	Pangu. is a disease caused by vitiated Vata. It is described among 80 Vata rogas. Sahacaradi yoga of Astanga Hrdaya was adopted for the study. Sixty patients of either sex selected from the Out Patient Department of the Institute were grouped into two at random. One group was put in Sodhana cum Samana and the other in Samana alone. The result in both blocks was statistically significant.	Nair, P R;Vijayan, N P;Amma, K C;Madhavikutty, P;Madhavikutty, P	1984 Jul
22557442	An alternative to the artificial kidney and an ancient procedure of kriya yoga.	The ancient procedure of Kriya yoga is compared here to Dr. Tse-kong young's modern alternative to the artificial kidney. Both methods are basically the same and the treatment costs almost nothing.	Sigdell, J E	1984 Jul
6740553	Influence of yoga on blood coagulation.	Yoga is known to induce beneficial effects on physiological, biochemical and mental functions in man. Its effects on blood coagulation are not known. A study was conducted in seven previously untrained male adults who underwent a combination of yogic exercises, daily for one hour, over a period of four months. Parameters of blood coagulation were estimated before and after the end of yoga training. The following changes were observed: Fibrinolytic activity increased significantly with a concomitant fall in fibrinogen; activated partial thromboplastin time and platelet aggregation time were prolonged; blood and plasma platelets showed a rise; and both haemoglobin and heamatocrit were raised at the end of the training. These findings suggest that yoga induces a state of blood hypocoagulability. The impact of yoga on prevention of cardiovascular and thrombotic disorders is obvious.	Chohan, I S;Nayar, H S;Thomas, P;Geetha, N S	1984 Apr 30
6562134	A study of yoga as a nursing intervention in the care of patients with pleural effusion.	'Pranayama' or yogic breathing as a method of re-expansion of lungs in patients with pleural effusion was studied. Ten patients with pleural effusion practised alternate nostril breathing for 20 days after aspiration of fluid. An equal number matched for age and smoking habits underwent routine physiotherapy of the hospital for the same period. Lung function was measured: before aspiration; immediately after aspiration; and, 5, 10, 15 and 20 days after aspiration. The FVC, FEV1, MVV, PEFR, CE and RS, were used to measure lung function. The difference between the two groups in the gain in lung expansion as assessed by the above measures was tested for significance with appropriate nonparametric statistical tests at 0.1 level of significance. The results revealed that the patients practising Pranayama demonstrated a quicker re-expansion of the lungs in most of the measures of lung function. The findings are discussed in relation to implications for nursing care.	Prakasamma, M;Bhaduri, A	1984 Mar
6364050	Yoga for all.		Goodwin, S	1984 Jan 4-10
6364049	Step by step.		Goodwin, S	1984 Jan 4-10
6711713	Current therapies and the ancient East.	Current therapies, their theories and techniques ebb and flow in popularity, but there is a residue of basic principles and practices which remain. Much of this useful residue has been present in ancient Eastern religions and philosophies. This article compares the content of several current theories of individual, group, and family therapies to seed ideas in ancient Taoist, Zen, Confucian, yoga, and Buddhist source materials. Gestalt, existential, psychoanalytic, transactional analysis, cognitive-behavioral and family therapy concepts are traced to these ancient precursors. Illustrative examples are presented such as satori (flash of insight), koans (insight riddles), parables, yanas (exercises), rituals, and written teachings. The article concludes with the Four Noble Truths and the 8-fold path of Buddhism, given 2500 years ago but very timely to contemporary problems of life adjustment and a useful guide to counseling and therapy.	MacHovec, F J	1984 Jan
6590525	A physiological evaluation of the yoga concept of respiratory control of autonomic nervous system activity.		Morse, D R;Cohen, L;Furst, M L;Martin, J S	1984
6481662	Physical fitness level and autonomic reactivity to psychosocial stress.	Two studies explored the influence of aerobic fitness level on autonomic reactivity to psychosocial stress. Experiment 1 employed a correlational, repeated measures design. A total of 45 men who were physically trained, untrained, or training were tested at three-week intervals over nine weeks. The measure of autonomic reactivity was lability in electrodermal activity during two speeded mental tasks designed to induce psychosocial stress. In the initial test session, trained subjects showed faster autonomic recovery from this stress than did untrained or training subjects; in subsequent test sessions involving the repeated administration of the same tasks, the three groups were indistinguishable. Experiment 2 employed 60 subjects who were randomly assigned to 10-week aerobic exercise, meditation, or music appreciation programs. In each session, two psychosocial stressors selected from a battery of six tasks were counterbalanced across treatments and sessions. Over the course of the study, participants in the exercise program improved significantly in physical fitness and also showed faster recovery in the electrodermal response. This quicker autonomic recovery may allow the aerobically fit to cope more effectively with emotional stress.	Keller, S;Seraganian, P	1984
6331698	Role of yoga in management of essential hypertension.	Twenty five patients of essential hypertension were studied. Of these, 20 patients were not given any antihypertensive drug treatment (Group A); other 5 had to be put on antihypertensive drugs before including them in the study (Group B). These patients were demonstrated "Shavasana" and trained to perform it correctly. Shavasana therapy was continued for six months. There was a statistically significant fall in both mean systolic and diastolic pressure of both groups. Further, there was a significant reduction in doses of antihypertensive drugs, being given to patients of group B. In 65% patients of group A, blood pressure could be controlled with Shavasana only and no drug was needed in them at all. Blood pressure rose significantly to pre-Shavasana levels in patients who left practising yoga. Thus, with use of yoga (Shavasana) in therapy of hypertension, requirement of antihypertensive drugs may be significantly decreased and in some cases may be totally dispensed with and it may be an useful adjunct in treatment of hypertension.	Sundar, S;Agrawal, S K;Singh, V P;Bhattacharya, S K;Udupa, K N;Vaish, S K	1984
6662776	Effects of high-frequency breathing on pulmonary ventilation and gas exchange.	The effects of spontaneous high-frequency breathing (HFB) on lung function were evaluated in three subjects highly trained in the practice of yoga. Transpulmonary pressure was measured by an esophageal balloon catheter and gas flow by pneumotachography. The abdominal and rib cage contributions to tidal breathing were measured separately by respiratory inductive plethysmography. Gas exchange was studied by the conventional technique and by multiple inert gas elimination. During HFB, respiratory rate increased to 232 cycles/min with a tidal volume of 0.35 liter. This resulted in a more than 10-fold increase in expired minute ventilation to approximately 90 1/min. The transpulmonary pressure varied by 20 cmH2O, with the calculated elastic, resistive, and accelerative components varying by 2, 20, and 8 cmH2O, respectively. Respiratory work increased more than 200-fold in comparison with resting ventilation. A phase shift between thoracic and abdominal breathing was observed and was interpreted as a volume displacement of approximately 30 1/min between the two parts of the respiratory system. Arterial oxygen and carbon dioxide tension remained normal. Bohr dead space increased, while acetone dead space remained unaltered. A bimodal distribution of ventilation-perfusion ratios (VA/Q) was observed, with one mode in normal and another in "high" VA/Q regions.	Frostell, C;Pande, J N;Hedenstierna, G	1983 Dec
6229969	Description of an EEG pattern evoked in central--parietal areas by the Hathayogic exercise Agnisara.	Agnisara is a Hathayogic exercise consisting essentially in alternate, forceful retractions and protrusions of the abdominal wall, performed along a 20-30 s period of apnoea. In the course of series of Agnisars spindle bursts of a "wicket" EEG wave pattern developed over the para-Rolandic areas of the cerebral cortex, at frequencies around 12-13 Hz, with waxing and waning amplitudes in the range of 50 to 100 microV. These spindle-bursts, which occurred preferably during the phase of retraction of the abdominal wall, were named "Xi" rhythm (after the Greek letter X). It is the same as the one that regularly accompanies the performance on various other Hathayogic exercises. Xi spindles were recorded in linked earlobe reference derivations from areas located bilaterally midway between F-C, C-P, and P-O standard electrode positions of the 10-20 system. This EEG pattern would be considered as the expression of the central excitation, produced by the exercise's long-lasting and repeated stimulation of visceral, and somatic receptors. Thus, this activation affects mainly cortical structures with somato-visceral representation.	Roldan, E;Dostalek, C	1983 Dec
6392068	Psychological supportive therapy for cancer patients.		Joseph, C D	1983 Nov-Dec
6358264	A comparison of two relaxation procedures for reducing cognitive and somatic anxiety.	The effectiveness of two different relaxation procedures was compared in treating snake anxious people who expressed anxiety primarily in a somatic or a cognitive manner. Forty moderately snake phobic subjects were categorized as either "somatically-anxious" or "cognitively-anxious" on the basis of a questionnaire. Half of the subjects in each group were given modified progressive relaxation training, and the other half received training in Agni-Yoga for four sessions. After completion of training, approach distance, subjective fear and pulse rates were measured during a snake approach test. In addition, a snake fear scale was given to each subject prior to and after approaching the snake. The results provided tentative evidence that the two relaxation procedures produced differential effects according to whether subjects expressed anxiety somatically or cognitively.	Norton, G R;Johnson, W E	1983 Sep
22557374	Self - realization through through vedanta and yoga.	The seeker of ultimate truth needs the understanding of the practical side of Vedanta philosophy, the five Koshas or Sheaths beyond which the Atman, the Self remains. Through Vedanta and Yoga one can transcend these layers in a systematic manner to attain self realization - ultimate Reality.	Motilal, A J	1983 Jul
6340074	Yoga for the visually handicapped: a kind of tranquillity.		Hider, J	1983 Mar 9
6671816	Yoga as a preventive health care program for white and black elders: an exploratory study.	A ten-week yoga program was implemented with sixty-one white and forty-five low-income black elders at two community sites, along with a pretest-posttest control group research design with random assignment at each site. White elders attended class regularly, practiced yoga on their own on a daily basis, improved psychological well-being, and lowered their systolic blood pressure level, in comparison to a control group. Black elders, on the other hand, attended the once-a-week class regularly but did not practice on their own on a daily basis. Thus, they did not improve psychological well-being nor reduce blood pressure level in comparison to a control group. Social analysts suggest that low-income minority elders need more frequent contact with structured leadership in order to adhere to a daily routine that may lead to psychological and physical change. Other directions for controlled follow-up studies are suggested.	Haber, D	1983
6343229	A comparative study of the effect of Transcendental Meditation (T.M.) and Shavasana practice on cardiovascular system.		Bagga, O P;Gandhi, A	1983 Jan-Feb
7185755	Biochemical parameters in normal volunteers before and after yogic practices.		Sahay, B K;Sadasivudu, B;Yogi, R;Bhaskaracharyulu, C;Raju, P S;Madhavi, S;Reddy, M V;Annapurna, N;Murthy, K J	1982 Dec
7185749	Some traditional medical systems and practices of global importance.		Satyavati, G V	1982 Dec
7184909	The influence of physical conditioning by yogasanas and breathing exercises in patients of chronic obstructive lung disease.		Kulpati, D D;Kamath, R K;Chauhan, M R	1982 Dec
22556960	Consciousness and its profound elevation with ayurveda and yoga.	The Ayu has its four components namely :- Body, Mind, Sense and Consciousness. Thus wo can say that Ayurveda means "A systematic complete valid knowlodge of life science including tho gross and Astral form of Body." The whole object of Ayurveda and Yoga Centre round the knowledge of correlation among the four components and establishing a harmony among them forever".	Shukla, V S	1982 Oct
7183836	Jala Neti' a yoga technique for nasal comfort and hygiene in leprosy patients.		Rao, A V;Krishna, D R;Ramanakar, T V;Prabhakar, M C	1982 Oct
7152636	Effect of yoga practice on Cardiac Recovery Index.		Muralidhara, D V;Ranganathan, K V	1982 Oct-Dec
6764258	[Evaluation of the effect of relaxation and concentration exercises based on yoga on patients with psychogenic mental disorders].		Nowakowska, C;Fellmann, B;Pasek, T;Hauser, J;Sluzewska, A	1982 Sep-Dec
7088184	Body temperature changes during the practice of g Tum-mo yoga.			1982 Jul 22
22556955	Yoga and ayurveda.		Rajagopalan, K	1982 Jul
6920355	Physical fitness on a VA nursing home unit.		Hamilton-Word, V;Smith, F W;Jessup, E	1982 Jul-Aug
6762347	Yoga therapy in psychiatric disorders: risks and difficulties.		Sharma, I;Agnihotri, S S	1982 Jul-Aug
6805590	Hypertension: comparison of drug and non-drug treatments.	Thirty-seven reports of the treatment of hypertension by non-pharmacological means were compared with the results of treatment by standard drug regimens. Treatment by drugs produced the greatest lowering of blood pressure. Treatment by weight reduction, yoga, and muscle relaxation each produced smaller, but appreciable, changes in blood pressure biofeedback, and salt restriction were inferior to those of the other regimens and were not significantly different to the effects of placebo treatment. Large comparative trials of pharmacological and non-pharmacological treatments are needed before definite conclusions can be made.	Andrews, G;MacMahon, S W;Austin, A;Byrne, D G	1982 May 22
7042457	An outpatient program in behavioral medicine for chronic pain patients based on the practice of mindfulness meditation: theoretical considerations and preliminary results.	The practice of mindfulness meditation was used in a 10-week Stress Reduction and Relaxation Program to train chronic pain patients in self-regulation. The meditation facilitates an attentional stance towards proprioception known as detached observation. This appears to cause an "uncoupling " of the sensory dimension of the pain experience from the affective/evaluative alarm reaction and reduce the experience of suffering via cognitive reappraisal. Data are presented on 51 chronic pain patients who had not improved with traditional medical care. The dominant pain categories were low back, neck and shoulder, and headache. Facial pain, angina pectoris, noncoronary chest pain, and GI pain were also represented. At 10 weeks, 65% of the patients showed a reduction of greater than or equal to 33% in the mean total Pain Rating Index (Melzack) and 50% showed a reduction of greater than or equal to 50%. Similar decreases were recorded on other pain indices and in the number of medical symptoms reported. Large and significant reductions in mood disturbance and psychiatric symptomatology accompanied these changes and were relatively stable on follow-up. These improvements were independent of the pain category. We conclude that this form of meditation can be used as the basis for an effective behavioral program in self-regulation for chronic pain patients. Key features of the program structure, and the limitations of the present uncontrolled study are discussed.	Kabat-Zinn, J	1982 Apr
7035966	Body temperature changes during the practice of g Tum-mo yoga.		Benson, H;Lehmann, J W;Malhotra, M S;Goldman, R F;Hopkins, J;Epstein, M D	1982 Jan 21
11611676	Bath in Ayurveda, Yoga and Dharmashastra.		Rama Rao, B	1982
7183108	Hathayoga--a method for prevention of cardiovascular diseases.		Dostalek, C;Lepicovska, V	1982
7118825	Asthma: the yoga perspective. Part II: Yoga therapy in the treatment of asthma.	The integral yoga approach to asthma (and other psychosomatic disorders) is briefly outlined as meeting all of the requirements for an optimal, holistic, somatopsychic therapy (as outlined in Part I), including correction of distorted posture and faulty breathing habits, teaching a system of general muscle relaxation, techniques for the release of suppressed emotion and for reducing anxiety and self-conscious awareness, as well as special methods for the expectoration of mucus. Yoga practices are described in detail and the available psychophysiological research on yoga practice, as well as clinical-therapeutic studies on yoga as asthmatic therapy, are reviewed. It can therefore be concluded that yoga therapy is most effective with asthma.	Goyeche, J R;Abo, Y;Ikemi, Y	1982
7062302	A new model of integrating Occidental and Oriental approaches.	In the Western countries, dynamically oriented psychoanalysis, behaviour modification based on learning principles and existential, humanistic psychology have been widely used as treatment modalities for neuroses and psychosomatic disorders. Autogenic therapy for relaxation and self-control has been utilized. In the Orient, Yoga, Zen, Acupuncture and Fasting Therapy have been applied to various neuroses and psychosomatic conditions. These unique Oriental approaches, in general, induce an altered state of consciousness in the subjects, and the characterized by the heightening of self-normalization and the restoration of homeostasis. Morita therapy aims at accepting reality as it is and at promoting constructive ego function, and is effective for suitable cases. The above-mentioned Western approaches, which are rather psychosomatic, and the Oriental approaches, which are rather somatopsychic, are considered to be complementary within the framework of a holistic and integrative therapeutic model.	Nagakawa, T;Ikemi, Y	1982
7047972	[Anxiety and new technics of control].		Pavan, A	1982 Jan-Mar
6958667	Self and body-cathexis change in therapy and yoga groups.		Engelman, S R;Clance, P R;Imes, S	1982
6749481	Mediation and the electroencephalogram.		Kugler, J E	1982
6798002	Pattern of breathing and ventilatory response to CO2 in subjects practicing hatha-yoga.	WE studied eight Belgian subjects well advanced in the practice of hatha-yoga and compared them with eight sex-, age-, and height-matched control subjects. Practice of yoga (range 4-12 yr) involves control of posture and manipulation of breathing, including slow near-vital capacity maneuvers accompanied by apnea at end inspiration and end expiration. Average values for the yoga and the control group (in parentheses) are as follows: ventilation (VE) 5.53 1 X min-1 (7.07); tidal volume (VT), 1.03 liters (0.56); rate of breathing, 5.5 min-1 (13.4); end-tidal PCO2, 39.0 Torr (35.3). All differences are significant (P less than 0.05). Ventilatory response to CO2 (rebreathing technique) was significantly lower in the yoga group (P less than 0.01). The regression relating VE to VT during rebreathing of CO2 was VE = 8.1 (VT - 0.23) for the yoga group and VE = 15.8 (VT - 0.16) for the control group (P less than 0.005). We attribute these changes to chronic manipulation of respiration.	Stanescu, D C;Nemery, B;Veriter, C;Marechal, C	1981 Dec
7031742	Physiological responses to clicks during Zen, Yoga, and TM meditation.		Becker, D E;Shapiro, D	1981 Nov
22556460	The psychosomatic disorders and their management in ayurveda.	The Psychosomatic disorders are the outcome of the modern way of life and changing value systems and hence their incidence is rapidly increasing. These disorders may be prevented by necessary environmental correction in its physical as well as psychosocial dimensions and personality transformation. The scope of the practice of Yoga, Sadvrtta, Medhya Rasayana therapy and similar other ancient positive health measures in the prevention and treatment of stress and psychosomatic disorders may be fruitfully explored.	Singh, R H	1981 Jul
22556457	Some thoughts on neurophysiological basis of yoga.	Yoga presents the culmination of efforts made by mankind till now control mind and behaviour. It is living science, practiced in an elementary fashion by many in India. While a few perhaps are there who have attained mastery of this science.The background of the derivation and concept of yoga in India is presented followed by a simple exposition of yogic practices and some possible neurophysiologic explanations. Research in yoga will be rewarding as it gives means of exploring and enlarging the functions of the human brain.	Ramamurthi, B	1981 Jul
7309176	Study of some physiological and biochemical parameters in subjects undergoing yogic training.		Joseph, S;Sridharan, K;Patil, S K;Kumaria, M L;Selvamurthy, W;Joseph, N T;Nayar, H S	1981 Jul
7302618	Treatment of disease without the use of drugs. VI. Treatment of rhinitis by a yogic process of cleaning and rubbing the nasal passage with a rubber catheter.		Sim, M K	1981 Jun
6912045	Preparing for childbirth the yoga way.		Weller, S	1981 Jun
6909907	Yoga and pregnancy. Unbending thoughts.		Weller, S	1981 Apr 30
22058528	A comparative study of relative effectiveness of biofeedback and shavasana (yoga) in tension headache.		Sethi, B B;Trivedi, J K;Anand, R	1981 Apr
6780114	Meditation in general practice.		Patel, C	1981 Feb 14
7003446	Relaxation using yoga.		Lathlean, J	1980 Dec
7008432	[Relation between yoga and psychotherapy].	Western psychotherapy and Yoga overlap insofar as both systems are based upon religious and mythological facts, and--on the level of psychotherapeutical praxis--on the technics of hypnosis, auto- and heterosuggestions and/or meditation. It is 50 years ago that the west considered the psychotherapeutical effects of theayoga-systems, first of all of Hatha- Yoga. Even today a theoretical foundation by means of proper comparison of the two structures is missing. In present-day India Yoga fulfills psychohygienical functions without being a psychotherapy in our sense. There are various techniques of magic in use, which replace the experimental psychological-psychotherapeutical methods in the West. The acceptance of meditation could only be successful if the metaphysical and sociocultural context would be integrated at the same time. The traditional function of Yoga guarantees its continuity even in the modern industrialized society of India. Neither the theoretical nor the pratical fundaments allow a direct transfer at present.	Sauermann, G	1980 Oct-Dec
7002134	The gentle yoga of breath.		Rychner, A	1980 Sep
6992116	Yoga: the serene way to fitness.		Ross, T	1980 Jul 3
6990799	The consciousness disciplines and the behavioral sciences: questions of comparison and assessment.	In recent years a number of assessments of the non-Western consciousness disciplines have been undertaken by Western behavioral scientists. The author suggests that a variety of conceptual, methodological, experimential, and content inadequacies render the conclusions of these investigations of doubtful validity. He then describes the models of human nature postulated by these disciplines and the Western behavioral sciences, suggesting that comparing them results in a paradigm clash. The failure to recognize this clash seems to have resulted in inappropriate pathologizing interpretations. Attention is drawn to the relevance of recent findings in state-dependent learning, meditation studies, peak and transcendental experiences, transpersonal psychology, and quantum physics to an assessment of the consciousness disciplines, and suggestions for more adequate investigation are provided.	Walsh, R	1980 Jun
7251550	Asthma: The yoga perspective. Part I. The somatopsychic imbalance in asthma: towards a holistic therapy.	While the standard physiological and even certain psychological characteristics of asthmatic patients are well known, the current diagnostic and therapeutic approach to asthma remains inadequate, as it neglects certain interrelated somatopsychic factors vital to an optimal diagnostic-therapeutic programme. These include the role of skeletal muscle tension and posture, the role of the 'voluntary' respiratory musculature, especially the diaphragm, as well as anxiety, emotional suppression and excessive self-consciousness, all of which may be precipitants rather than the outcome of the onset of asthma. On the basis of these neglected factors and others, implications for an optimally effective therapy are discussed. The physical medicine or physiotherapeutic, as well as other recent therapeutic approaches, are reviewed and evaluated. It is concluded that all of these therapies are too "specific," and that a more holistic approach is necessary (which is provided in 'Asthma: The Yoga Perspective,' Part II-"Yoga Therapy in the Treatment of Asthma").	Goyeche, J R;Ago, Y;Ikemi, Y	1980 Apr
11613681	A note on Kriya Yoga.		Venkata Reddy, M;Rama Rao, B	1980
11613674	Outline of history of Yoga.		Sitharamiah, A	1980
6991393	Yoga. A method of relaxation for rehabilitation after myocardial infarction.		Tulpule, T H;Tulpule, A T	1980 Jan-Feb
297418	[The pathway to success: perseverance--prevention].			1979 Dec 16
398852	Long term effects of yoga on hypertension and/or coronary artery disease.		Lakshmikanthan, C;Alagesan, R;Thanikachalam, S;Ramamurthi, B;Elangovan, D;Viswanathan, T R;Kumar, S	1979 Dec
260021	Yoga and anxiety.		Kennedy, C;Broome, A K	1979 Oct 25
574491	[Changes in intragastric and intrarectal pressing during uddyjana yoga exercise].		Bhole, M;Kulhanek, V;Nespor, K	1979 Oct
521103	Effects of a nine-week yogic training programme on some aspects of physical fitness of physically conditioned young males.		Gharote, M L;Ganguly, S K	1979 Oct
259736	[Yoga and health].		Suzuki, S	1979 Oct
496679	Yogic breathing and psychologic states.		Schulte, H J;Abhyanker, V V	1979 Sep
378862	Tension and relaxation in the individual.	Increasing materialism in society is resulting in more wide spread nervous tension in all age groups. While some degree of nervous tension is necessary in everyday living, its adverse effects require that we must learn to bring it under control. Total tension is shown to have two components: a controllable element arising from factors in the environment and the inbuilt uncontrollable residue which is basic in the individual temperament. The effects of excessive or uncontrolled stress can be classified as 1) emotional reactions such as neurotic behaviour (anxiety hypochondria, hysteria, phobia, depression obsessions and compulsions) or psychotic behaviour and 2) psychosomatic reactions (nervous asthma, headache, insomnia, heart attack). Nervous energy can be wastefully expended by such factors as loss of temper, wrong attitudes to work, job frustration and marital strains. Relaxation is the only positive way to control undesirable nervous tension and its techniques require to be learned. A number of techniques (progressive relaxation, differential relaxation, hypnosis, the use of biofeedback, Yoga and Transcendental Meditation) are described and their application to dental practice is discussed.	Newbury, C R	1979 Jun
